"date","dose","age_group","number"
2021-10-13,"dose1","50-59",22
2021-10-14,"dose1","50-59",29
2021-10-15,"dose1","50-59",18
2021-10-16,"dose1","50-59",11
2021-10-18,"dose1","50-59",24
2021-10-19,"dose1","50-59",21
2021-10-20,"dose1","50-59",21
2021-10-21,"dose1","50-59",15
2021-10-22,"dose1","50-59",15
2021-10-23,"dose1","50-59",14
2021-10-25,"dose1","50-59",17
2021-10-26,"dose1","50-59",31
2021-10-27,"dose1","50-59",20
2021-10-28,"dose1","50-59",12
2021-10-29,"dose1","50-59",18
2021-10-30,"dose1","50-59",17
2021-10-31,"dose1","50-59",3
2021-11-01,"dose1","50-59",1
2021-11-02,"dose1","50-59",19
2021-11-03,"dose1","50-59",43
2021-11-04,"dose1","50-59",30
2021-11-05,"dose1","50-59",32
2021-11-06,"dose1","50-59",22
2021-11-08,"dose1","50-59",33
2021-11-09,"dose1","50-59",21
2021-11-10,"dose1","50-59",26
2021-11-12,"dose1","50-59",26
2021-11-13,"dose1","50-59",9
2021-11-15,"dose1","50-59",35
2021-11-16,"dose1","50-59",33
2021-11-17,"dose1","50-59",41
2021-11-18,"dose1","50-59",31
2021-11-19,"dose1","50-59",37
2021-11-20,"dose1","50-59",34
2021-11-22,"dose1","50-59",56
2021-11-23,"dose1","50-59",59
2021-11-24,"dose1","50-59",50
2021-11-25,"dose1","50-59",37
2021-11-26,"dose1","50-59",47
2021-11-27,"dose1","50-59",25
2021-11-29,"dose1","50-59",42
2021-11-30,"dose1","50-59",55
2021-12-01,"dose1","50-59",54
2021-12-02,"dose1","50-59",81
2021-12-03,"dose1","50-59",82
2021-12-04,"dose1","50-59",53
2021-12-06,"dose1","50-59",68
2021-12-07,"dose1","50-59",59
2021-12-08,"dose1","50-59",47
2021-12-09,"dose1","50-59",71
2021-12-10,"dose1","50-59",42
2021-12-11,"dose1","50-59",18
2021-12-12,"dose1","50-59",4
2021-12-13,"dose1","50-59",63
2021-12-14,"dose1","50-59",50
2021-12-15,"dose1","50-59",37
2021-12-16,"dose1","50-59",42
2021-12-17,"dose1","50-59",42
2021-12-18,"dose1","50-59",24
2021-12-19,"dose1","50-59",19
2021-12-20,"dose1","50-59",52
2021-12-21,"dose1","50-59",66
2021-12-22,"dose1","50-59",39
2021-12-23,"dose1","50-59",40
2021-12-24,"dose1","50-59",6
2021-12-27,"dose1","50-59",33
2021-12-28,"dose1","50-59",33
2021-12-29,"dose1","50-59",29
2021-12-30,"dose1","50-59",18
2021-12-31,"dose1","50-59",7
2022-01-03,"dose1","50-59",29
2022-01-04,"dose1","50-59",37
2022-01-05,"dose1","50-59",33
2022-01-06,"dose1","50-59",19
2022-01-07,"dose1","50-59",25
2022-01-08,"dose1","50-59",18
2022-01-09,"dose1","50-59",12
2022-01-10,"dose1","50-59",24
2022-01-11,"dose1","50-59",27
2022-01-12,"dose1","50-59",34
2022-01-13,"dose1","50-59",20
2022-01-14,"dose1","50-59",9
2022-01-15,"dose1","50-59",17
2022-01-16,"dose1","50-59",28
2022-01-17,"dose1","50-59",32
2022-01-18,"dose1","50-59",22
2022-01-19,"dose1","50-59",27
2022-01-20,"dose1","50-59",26
2022-01-21,"dose1","50-59",21
2022-01-22,"dose1","50-59",18
2022-01-24,"dose1","50-59",20
2022-01-25,"dose1","50-59",29
2022-01-26,"dose1","50-59",26
2022-01-27,"dose1","50-59",33
2022-01-28,"dose1","50-59",25
2022-01-29,"dose1","50-59",29
2022-01-31,"dose1","50-59",21
2022-02-01,"dose1","50-59",29
2022-02-02,"dose1","50-59",24
2022-02-03,"dose1","50-59",25
2022-02-04,"dose1","50-59",25
2022-02-05,"dose1","50-59",17
2022-02-06,"dose1","50-59",2
2022-02-07,"dose1","50-59",23
2022-02-08,"dose1","50-59",41
2022-02-09,"dose1","50-59",31
2022-02-10,"dose1","50-59",15
2022-02-11,"dose1","50-59",17
2022-02-12,"dose1","50-59",8
2022-02-13,"dose1","50-59",4
2022-02-14,"dose1","50-59",12
2022-02-15,"dose1","50-59",16
2022-02-16,"dose1","50-59",19
2022-02-17,"dose1","50-59",11
2022-02-18,"dose1","50-59",5
2022-02-19,"dose1","50-59",1
2022-02-20,"dose1","50-59",2
2022-02-21,"dose1","50-59",8
2022-02-22,"dose1","50-59",15
2022-02-23,"dose1","50-59",11
2022-02-24,"dose1","50-59",12
2022-02-25,"dose1","50-59",2
2022-02-28,"dose1","50-59",1
2022-03-01,"dose1","50-59",4
2022-03-02,"dose1","50-59",9
2022-03-03,"dose1","50-59",5
2022-03-04,"dose1","50-59",3
2022-03-07,"dose1","50-59",4
2022-03-08,"dose1","50-59",8
2022-03-10,"dose1","50-59",4
2022-03-11,"dose1","50-59",2
2022-03-12,"dose1","50-59",1
2022-03-13,"dose1","50-59",1
2022-03-14,"dose1","50-59",9
2022-03-17,"dose1","50-59",2
2022-03-21,"dose1","50-59",5
2022-03-22,"dose1","50-59",3
2022-03-23,"dose1","50-59",3
2022-03-24,"dose1","50-59",2
2022-03-25,"dose1","50-59",7
2022-03-28,"dose1","50-59",7
2022-03-30,"dose1","50-59",3
2022-03-31,"dose1","50-59",2
2022-04-01,"dose1","50-59",1
2022-04-02,"dose1","50-59",1
2022-04-04,"dose1","50-59",2
2022-04-05,"dose1","50-59",2
2022-04-07,"dose1","50-59",1
2022-04-08,"dose1","50-59",2
2022-04-11,"dose1","50-59",5
2022-04-12,"dose1","50-59",4
2022-04-13,"dose1","50-59",1
2022-04-14,"dose1","50-59",3
2022-04-19,"dose1","50-59",2
2022-04-20,"dose1","50-59",2
2022-04-22,"dose1","50-59",3
2022-04-24,"dose1","50-59",1
2022-04-25,"dose1","50-59",2
2022-04-26,"dose1","50-59",3
2022-04-28,"dose1","50-59",1
2022-04-29,"dose1","50-59",6
2022-04-30,"dose1","50-59",3
2022-05-01,"dose1","50-59",1
2022-05-02,"dose1","50-59",8
2022-05-03,"dose1","50-59",3
2022-05-04,"dose1","50-59",10
2022-05-05,"dose1","50-59",9
2022-05-06,"dose1","50-59",2
2022-05-09,"dose1","50-59",4
2022-05-11,"dose1","50-59",2
2022-05-12,"dose1","50-59",2
2022-05-15,"dose1","50-59",1
2022-05-16,"dose1","50-59",4
2022-05-17,"dose1","50-59",2
2022-05-18,"dose1","50-59",1
2022-05-19,"dose1","50-59",2
2022-05-20,"dose1","50-59",2
2022-05-23,"dose1","50-59",3
2022-05-24,"dose1","50-59",4
2022-05-25,"dose1","50-59",1
2022-05-27,"dose1","50-59",2
2022-05-30,"dose1","50-59",2
2022-05-31,"dose1","50-59",1
2022-06-01,"dose1","50-59",10
2022-06-03,"dose1","50-59",2
2021-01-29,"dose2","50-59",1
2021-02-01,"dose2","50-59",1
2021-02-02,"dose2","50-59",3
2021-02-03,"dose2","50-59",3
2021-02-04,"dose2","50-59",14
2021-02-05,"dose2","50-59",22
2021-02-08,"dose2","50-59",39
2021-02-09,"dose2","50-59",41
2021-02-10,"dose2","50-59",30
2021-02-11,"dose2","50-59",19
2021-02-12,"dose2","50-59",10
2021-02-15,"dose2","50-59",22
2021-02-16,"dose2","50-59",25
2021-02-17,"dose2","50-59",27
2021-02-18,"dose2","50-59",35
2021-02-19,"dose3","50-59",1
2021-02-19,"dose2","50-59",23
2021-02-22,"dose2","50-59",32
2021-02-23,"dose2","50-59",17
2021-02-24,"dose2","50-59",26
2021-02-25,"dose2","50-59",33
2021-02-26,"dose2","50-59",22
2021-02-27,"dose2","50-59",1
2021-02-28,"dose2","50-59",1
2021-03-01,"dose2","50-59",20
2021-03-02,"dose2","50-59",22
2021-03-03,"dose2","50-59",27
2021-03-04,"dose2","50-59",36
2021-03-05,"dose2","50-59",1
2021-03-08,"dose2","50-59",51
2021-03-09,"dose2","50-59",27
2021-03-10,"dose2","50-59",35
2021-03-11,"dose2","50-59",19
2021-03-12,"dose2","50-59",22
2021-03-13,"dose2","50-59",2
2021-03-14,"dose2","50-59",1
2021-03-15,"dose2","50-59",26
2021-03-16,"dose2","50-59",22
2021-03-17,"dose2","50-59",20
2021-03-18,"dose2","50-59",14
2021-03-19,"dose2","50-59",19
2021-03-22,"dose2","50-59",12
2021-03-23,"dose2","50-59",22
2021-03-24,"dose2","50-59",25
2021-03-25,"dose2","50-59",40
2021-03-26,"dose2","50-59",14
2021-03-27,"dose2","50-59",1
2021-03-28,"dose2","50-59",1
2021-03-29,"dose2","50-59",14
2021-03-30,"dose2","50-59",47
2021-03-31,"dose2","50-59",95
2021-04-01,"dose2","50-59",110
2021-04-06,"dose2","50-59",125
2021-04-07,"dose2","50-59",126
2021-04-08,"dose2","50-59",165
2021-04-09,"dose3","50-59",1
2021-04-09,"dose2","50-59",165
2021-04-10,"dose2","50-59",458
2021-04-11,"dose2","50-59",306
2021-04-12,"dose2","50-59",126
2021-04-13,"dose2","50-59",236
2021-04-14,"dose2","50-59",256
2021-04-15,"dose2","50-59",228
2021-04-16,"dose3","50-59",1
2021-04-16,"dose2","50-59",215
2021-04-17,"dose2","50-59",11
2021-04-18,"dose2","50-59",12
2021-04-19,"dose2","50-59",237
2021-04-20,"dose2","50-59",259
2021-04-21,"dose2","50-59",288
2021-04-22,"dose2","50-59",237
2021-04-23,"dose2","50-59",100
2021-04-24,"dose2","50-59",81
2021-04-25,"dose2","50-59",53
2021-04-26,"dose2","50-59",71
2021-04-27,"dose3","50-59",7
2021-04-27,"dose2","50-59",135
2021-04-28,"dose3","50-59",9
2021-04-28,"dose2","50-59",130
2021-04-29,"dose3","50-59",5
2021-04-29,"dose2","50-59",178
2021-04-30,"dose3","50-59",14
2021-04-30,"dose2","50-59",139
2021-05-02,"dose3","50-59",1
2021-05-02,"dose2","50-59",416
2021-05-03,"dose3","50-59",1
2021-05-03,"dose2","50-59",177
2021-05-04,"dose3","50-59",5
2021-05-04,"dose2","50-59",182
2021-05-05,"dose3","50-59",2
2021-05-05,"dose2","50-59",202
2021-05-06,"dose3","50-59",2
2021-05-06,"dose2","50-59",311
2021-05-07,"dose2","50-59",227
2021-05-08,"dose2","50-59",102
2021-05-09,"dose2","50-59",14
2021-05-10,"dose3","50-59",1
2021-05-10,"dose2","50-59",152
2021-05-11,"dose3","50-59",2
2021-05-11,"dose2","50-59",178
2021-05-12,"dose2","50-59",225
2021-05-13,"dose2","50-59",106
2021-05-14,"dose3","50-59",2
2021-05-14,"dose2","50-59",244
2021-05-15,"dose2","50-59",224
2021-05-16,"dose2","50-59",71
2021-05-17,"dose3","50-59",1
2021-05-17,"dose2","50-59",179
2021-05-18,"dose2","50-59",232
2021-05-19,"dose2","50-59",223
2021-05-20,"dose3","50-59",3
2021-05-20,"dose2","50-59",259
2021-05-21,"dose3","50-59",3
2021-05-21,"dose2","50-59",239
2021-05-22,"dose2","50-59",231
2021-05-23,"dose2","50-59",4
2021-05-24,"dose2","50-59",2
2021-05-25,"dose3","50-59",1
2021-05-25,"dose2","50-59",215
2021-05-26,"dose3","50-59",1
2021-05-26,"dose2","50-59",207
2021-05-27,"dose3","50-59",2
2021-05-27,"dose2","50-59",240
2021-05-28,"dose3","50-59",3
2021-05-28,"dose2","50-59",212
2021-05-29,"dose2","50-59",126
2021-05-30,"dose2","50-59",7
2021-05-31,"dose2","50-59",128
2021-06-01,"dose3","50-59",2
2021-06-01,"dose2","50-59",171
2021-06-02,"dose3","50-59",1
2021-06-02,"dose2","50-59",181
2021-06-03,"dose3","50-59",1
2021-06-03,"dose2","50-59",146
2021-06-04,"dose3","50-59",1
2021-06-04,"dose2","50-59",161
2021-06-05,"dose2","50-59",81
2021-06-06,"dose3","50-59",1
2021-06-06,"dose2","50-59",14
2021-06-07,"dose2","50-59",132
2021-06-08,"dose3","50-59",1
2021-06-08,"dose2","50-59",132
2021-06-09,"dose3","50-59",2
2021-06-09,"dose2","50-59",168
2021-06-10,"dose3","50-59",2
2021-06-10,"dose2","50-59",174
2021-06-11,"dose2","50-59",126
2021-06-12,"dose2","50-59",97
2021-06-13,"dose2","50-59",5
2021-06-14,"dose3","50-59",1
2021-06-14,"dose2","50-59",116
2021-06-15,"dose3","50-59",2
2021-06-15,"dose2","50-59",122
2021-06-16,"dose3","50-59",1
2021-06-16,"dose2","50-59",131
2021-06-17,"dose3","50-59",3
2021-06-17,"dose2","50-59",158
2021-06-18,"dose2","50-59",107
2021-06-19,"dose2","50-59",24
2021-06-20,"dose2","50-59",7
2021-06-21,"dose2","50-59",141
2021-06-22,"dose2","50-59",142
2021-06-23,"dose2","50-59",119
2021-06-24,"dose2","50-59",111
2021-06-25,"dose3","50-59",1
2021-06-25,"dose2","50-59",122
2021-06-26,"dose2","50-59",11
2021-06-27,"dose2","50-59",9
2021-06-28,"dose2","50-59",103
2021-06-30,"dose3","50-59",2
2021-06-30,"dose2","50-59",110
2021-07-01,"dose3","50-59",2
2021-07-01,"dose2","50-59",80
2021-07-02,"dose2","50-59",82
2021-07-03,"dose2","50-59",25
2021-07-04,"dose2","50-59",6
2021-07-05,"dose2","50-59",92
2021-07-06,"dose3","50-59",2
2021-07-06,"dose2","50-59",81
2021-07-07,"dose2","50-59",89
2021-07-08,"dose2","50-59",87
2021-07-09,"dose2","50-59",96
2021-07-10,"dose3","50-59",1
2021-07-10,"dose2","50-59",103
2021-07-12,"dose2","50-59",108
2021-07-13,"dose3","50-59",1
2021-07-13,"dose2","50-59",114
2021-07-14,"dose2","50-59",2
2021-07-15,"dose3","50-59",2
2021-07-15,"dose2","50-59",75
2021-07-16,"dose2","50-59",103
2021-07-17,"dose2","50-59",15
2021-07-18,"dose2","50-59",4
2021-07-19,"dose3","50-59",1
2021-07-19,"dose2","50-59",78
2021-07-20,"dose3","50-59",2
2021-07-20,"dose2","50-59",50
2021-07-21,"dose2","50-59",74
2021-07-22,"dose3","50-59",1
2021-07-22,"dose2","50-59",71
2021-07-23,"dose2","50-59",88
2021-07-24,"dose2","50-59",25
2021-07-25,"dose2","50-59",5
2021-07-26,"dose2","50-59",92
2021-07-27,"dose3","50-59",1
2021-07-27,"dose2","50-59",63
2021-07-28,"dose2","50-59",122
2021-07-29,"dose2","50-59",100
2021-07-30,"dose2","50-59",74
2021-07-31,"dose3","50-59",1
2021-07-31,"dose2","50-59",192
2021-08-01,"dose2","50-59",5
2021-08-02,"dose2","50-59",164
2021-08-03,"dose3","50-59",1
2021-08-03,"dose2","50-59",126
2021-08-04,"dose3","50-59",3
2021-08-04,"dose2","50-59",120
2021-08-05,"dose3","50-59",2
2021-08-05,"dose2","50-59",128
2021-08-06,"dose3","50-59",2
2021-08-06,"dose2","50-59",153
2021-08-07,"dose3","50-59",2
2021-08-07,"dose2","50-59",171
2021-08-08,"dose2","50-59",73
2021-08-09,"dose3","50-59",1
2021-08-09,"dose2","50-59",180
2021-08-10,"dose3","50-59",1
2021-08-10,"dose2","50-59",179
2021-08-11,"dose2","50-59",220
2021-08-12,"dose3","50-59",2
2021-08-12,"dose2","50-59",181
2021-08-13,"dose3","50-59",3
2021-08-13,"dose2","50-59",169
2021-08-14,"dose2","50-59",253
2021-08-15,"dose3","50-59",1
2021-08-15,"dose2","50-59",4
2021-08-16,"dose3","50-59",1
2021-08-16,"dose2","50-59",162
2021-08-17,"dose3","50-59",1
2021-08-17,"dose2","50-59",135
2021-08-18,"dose3","50-59",4
2021-08-18,"dose2","50-59",212
2021-08-19,"dose3","50-59",2
2021-08-19,"dose2","50-59",229
2021-08-20,"dose2","50-59",239
2021-08-21,"dose3","50-59",1
2021-08-21,"dose2","50-59",281
2021-08-22,"dose2","50-59",2
2021-08-23,"dose3","50-59",2
2021-08-23,"dose2","50-59",270
2021-08-24,"dose3","50-59",4
2021-08-24,"dose2","50-59",323
2021-08-25,"dose3","50-59",3
2021-08-25,"dose2","50-59",277
2021-08-26,"dose3","50-59",7
2021-08-26,"dose2","50-59",264
2021-08-27,"dose3","50-59",3
2021-08-27,"dose2","50-59",304
2021-08-28,"dose3","50-59",1
2021-08-28,"dose2","50-59",332
2021-08-29,"dose3","50-59",1
2021-08-29,"dose2","50-59",66
2021-08-30,"dose3","50-59",4
2021-08-30,"dose2","50-59",319
2021-08-31,"dose3","50-59",7
2021-08-31,"dose2","50-59",204
2021-09-01,"dose3","50-59",6
2021-09-01,"dose2","50-59",214
2021-09-02,"dose3","50-59",7
2021-09-02,"dose2","50-59",214
2021-09-03,"dose3","50-59",6
2021-09-03,"dose2","50-59",238
2021-09-04,"dose3","50-59",2
2021-09-04,"dose2","50-59",243
2021-09-05,"dose2","50-59",2
2021-09-06,"dose3","50-59",13
2021-09-06,"dose2","50-59",202
2021-09-07,"dose3","50-59",4
2021-09-07,"dose2","50-59",156
2021-09-08,"dose3","50-59",2
2021-09-08,"dose2","50-59",180
2021-09-09,"dose3","50-59",6
2021-09-09,"dose2","50-59",207
2021-09-10,"dose3","50-59",10
2021-09-10,"dose2","50-59",205
2021-09-11,"dose3","50-59",5
2021-09-11,"dose2","50-59",180
2021-09-12,"dose2","50-59",2
2021-09-13,"dose3","50-59",13
2021-09-13,"dose2","50-59",221
2021-09-14,"dose3","50-59",35
2021-09-14,"dose2","50-59",121
2021-09-15,"dose3","50-59",15
2021-09-15,"dose2","50-59",123
2021-09-16,"dose3","50-59",20
2021-09-16,"dose2","50-59",127
2021-09-17,"dose3","50-59",19
2021-09-17,"dose2","50-59",138
2021-09-18,"dose3","50-59",20
2021-09-18,"dose2","50-59",169
2021-09-19,"dose2","50-59",2
2021-09-20,"dose3","50-59",12
2021-09-20,"dose2","50-59",110
2021-09-21,"dose3","50-59",37
2021-09-21,"dose2","50-59",87
2021-09-22,"dose3","50-59",23
2021-09-22,"dose2","50-59",89
2021-09-23,"dose3","50-59",28
2021-09-23,"dose2","50-59",95
2021-09-24,"dose3","50-59",18
2021-09-24,"dose2","50-59",80
2021-09-25,"dose3","50-59",10
2021-09-25,"dose2","50-59",49
2021-09-27,"dose3","50-59",11
2021-09-27,"dose2","50-59",75
2021-09-28,"dose3","50-59",7
2021-09-28,"dose2","50-59",44
2021-09-29,"dose3","50-59",15
2021-09-29,"dose2","50-59",59
2021-09-30,"dose3","50-59",30
2021-09-30,"dose2","50-59",62
2021-10-01,"dose3","50-59",32
2021-10-01,"dose2","50-59",67
2021-10-02,"dose3","50-59",24
2021-10-02,"dose2","50-59",55
2021-10-04,"dose3","50-59",28
2021-10-04,"dose2","50-59",52
2021-10-05,"dose3","50-59",49
2021-10-05,"dose2","50-59",49
2021-10-06,"dose3","50-59",23
2021-10-06,"dose2","50-59",40
2021-10-07,"dose3","50-59",20
2021-10-07,"dose2","50-59",33
2021-10-08,"dose3","50-59",16
2021-10-08,"dose2","50-59",39
2021-10-09,"dose3","50-59",26
2021-10-09,"dose2","50-59",43
2021-10-10,"dose3","50-59",10
2021-10-10,"dose2","50-59",7
2021-10-11,"dose3","50-59",39
2021-10-11,"dose2","50-59",44
2021-10-12,"dose3","50-59",33
2021-10-12,"dose2","50-59",37
2021-10-13,"dose3","50-59",46
2021-10-13,"dose2","50-59",36
2021-10-14,"dose3","50-59",33
2021-10-14,"dose2","50-59",45
2021-10-15,"dose3","50-59",20
2021-10-15,"dose2","50-59",38
2021-10-16,"dose3","50-59",15
2021-10-16,"dose2","50-59",16
2021-10-18,"dose3","50-59",14
2021-10-18,"dose2","50-59",45
2021-10-19,"dose3","50-59",30
2021-10-19,"dose2","50-59",48
2021-10-20,"dose3","50-59",31
2021-10-20,"dose2","50-59",34
2021-10-21,"dose3","50-59",29
2021-10-21,"dose2","50-59",35
2021-10-22,"dose3","50-59",33
2021-10-22,"dose2","50-59",25
2021-10-23,"dose3","50-59",30
2021-10-23,"dose2","50-59",27
2021-10-25,"dose3","50-59",20
2021-10-25,"dose2","50-59",37
2021-10-26,"dose3","50-59",37
2021-10-26,"dose2","50-59",35
2021-10-27,"dose3","50-59",37
2021-10-27,"dose2","50-59",45
2021-10-28,"dose3","50-59",13
2021-10-28,"dose2","50-59",28
2021-10-29,"dose3","50-59",34
2021-10-29,"dose2","50-59",33
2021-10-30,"dose3","50-59",27
2021-10-30,"dose2","50-59",27
2021-10-31,"dose3","50-59",5
2021-10-31,"dose2","50-59",4
2021-11-02,"dose3","50-59",33
2021-11-02,"dose2","50-59",41
2021-11-03,"dose3","50-59",36
2021-11-03,"dose2","50-59",51
2021-11-04,"dose3","50-59",36
2021-11-04,"dose2","50-59",52
2021-11-05,"dose3","50-59",39
2021-11-05,"dose2","50-59",49
2021-11-06,"dose3","50-59",37
2021-11-06,"dose2","50-59",27
2021-11-08,"dose3","50-59",61
2021-11-08,"dose2","50-59",43
2021-11-09,"dose3","50-59",58
2021-11-09,"dose2","50-59",40
2021-11-10,"dose3","50-59",70
2021-11-10,"dose2","50-59",43
2021-11-12,"dose3","50-59",80
2021-11-12,"dose2","50-59",39
2021-11-13,"dose3","50-59",18
2021-11-13,"dose2","50-59",21
2021-11-14,"dose2","50-59",2
2021-11-15,"dose3","50-59",59
2021-11-15,"dose2","50-59",40
2021-11-16,"dose3","50-59",75
2021-11-16,"dose2","50-59",53
2021-11-17,"dose3","50-59",73
2021-11-17,"dose2","50-59",56
2021-11-18,"dose3","50-59",86
2021-11-18,"dose2","50-59",37
2021-11-19,"dose3","50-59",94
2021-11-19,"dose2","50-59",59
2021-11-20,"dose3","50-59",125
2021-11-20,"dose2","50-59",43
2021-11-22,"dose3","50-59",100
2021-11-22,"dose2","50-59",47
2021-11-23,"dose3","50-59",128
2021-11-23,"dose2","50-59",58
2021-11-24,"dose3","50-59",133
2021-11-24,"dose2","50-59",57
2021-11-25,"dose3","50-59",117
2021-11-25,"dose2","50-59",33
2021-11-26,"dose3","50-59",190
2021-11-26,"dose2","50-59",70
2021-11-27,"dose3","50-59",116
2021-11-27,"dose2","50-59",42
2021-11-29,"dose3","50-59",218
2021-11-29,"dose2","50-59",54
2021-11-30,"dose3","50-59",222
2021-11-30,"dose2","50-59",66
2021-12-01,"dose3","50-59",246
2021-12-01,"dose2","50-59",55
2021-12-02,"dose3","50-59",288
2021-12-02,"dose2","50-59",72
2021-12-03,"dose3","50-59",276
2021-12-03,"dose2","50-59",62
2021-12-04,"dose3","50-59",278
2021-12-04,"dose2","50-59",57
2021-12-05,"dose3","50-59",1
2021-12-05,"dose2","50-59",2
2021-12-06,"dose3","50-59",275
2021-12-06,"dose2","50-59",62
2021-12-07,"dose3","50-59",281
2021-12-07,"dose2","50-59",57
2021-12-08,"dose3","50-59",195
2021-12-08,"dose2","50-59",46
2021-12-09,"dose3","50-59",222
2021-12-09,"dose2","50-59",70
2021-12-10,"dose3","50-59",227
2021-12-10,"dose2","50-59",42
2021-12-11,"dose3","50-59",204
2021-12-11,"dose2","50-59",40
2021-12-12,"dose3","50-59",100
2021-12-12,"dose2","50-59",12
2021-12-13,"dose3","50-59",211
2021-12-13,"dose2","50-59",65
2021-12-14,"dose3","50-59",260
2021-12-14,"dose2","50-59",56
2021-12-15,"dose3","50-59",242
2021-12-15,"dose2","50-59",47
2021-12-16,"dose3","50-59",254
2021-12-16,"dose2","50-59",59
2021-12-17,"dose3","50-59",272
2021-12-17,"dose2","50-59",67
2021-12-18,"dose3","50-59",304
2021-12-18,"dose2","50-59",42
2021-12-19,"dose3","50-59",197
2021-12-19,"dose2","50-59",19
2021-12-20,"dose3","50-59",219
2021-12-20,"dose2","50-59",52
2021-12-21,"dose3","50-59",301
2021-12-21,"dose2","50-59",93
2021-12-22,"dose3","50-59",186
2021-12-22,"dose2","50-59",55
2021-12-23,"dose3","50-59",185
2021-12-23,"dose2","50-59",53
2021-12-24,"dose3","50-59",26
2021-12-24,"dose2","50-59",12
2021-12-25,"dose3","50-59",1
2021-12-25,"dose2","50-59",1
2021-12-27,"dose3","50-59",197
2021-12-27,"dose2","50-59",71
2021-12-28,"dose3","50-59",217
2021-12-28,"dose2","50-59",82
2021-12-29,"dose3","50-59",186
2021-12-29,"dose2","50-59",46
2021-12-30,"dose3","50-59",141
2021-12-30,"dose2","50-59",44
2021-12-31,"dose3","50-59",36
2021-12-31,"dose2","50-59",5
2022-01-03,"dose3","50-59",237
2022-01-03,"dose2","50-59",48
2022-01-04,"dose3","50-59",252
2022-01-04,"dose2","50-59",53
2022-01-05,"dose3","50-59",303
2022-01-05,"dose2","50-59",51
2022-01-06,"dose3","50-59",280
2022-01-06,"dose2","50-59",46
2022-01-07,"dose3","50-59",211
2022-01-07,"dose2","50-59",54
2022-01-08,"dose3","50-59",260
2022-01-08,"dose2","50-59",35
2022-01-09,"dose3","50-59",167
2022-01-09,"dose2","50-59",21
2022-01-10,"dose3","50-59",207
2022-01-10,"dose2","50-59",46
2022-01-11,"dose3","50-59",248
2022-01-11,"dose2","50-59",53
2022-01-12,"dose3","50-59",297
2022-01-12,"dose2","50-59",54
2022-01-13,"dose3","50-59",228
2022-01-13,"dose2","50-59",39
2022-01-14,"dose3","50-59",123
2022-01-14,"dose2","50-59",20
2022-01-15,"dose3","50-59",230
2022-01-15,"dose2","50-59",20
2022-01-16,"dose3","50-59",145
2022-01-16,"dose2","50-59",13
2022-01-17,"dose3","50-59",185
2022-01-17,"dose2","50-59",41
2022-01-18,"dose3","50-59",228
2022-01-18,"dose2","50-59",48
2022-01-19,"dose3","50-59",263
2022-01-19,"dose2","50-59",39
2022-01-20,"dose3","50-59",218
2022-01-20,"dose2","50-59",28
2022-01-21,"dose3","50-59",211
2022-01-21,"dose2","50-59",38
2022-01-22,"dose3","50-59",98
2022-01-22,"dose2","50-59",9
2022-01-24,"dose3","50-59",261
2022-01-24,"dose2","50-59",33
2022-01-25,"dose3","50-59",253
2022-01-25,"dose2","50-59",42
2022-01-26,"dose3","50-59",221
2022-01-26,"dose2","50-59",35
2022-01-27,"dose3","50-59",186
2022-01-27,"dose2","50-59",38
2022-01-28,"dose3","50-59",178
2022-01-28,"dose2","50-59",40
